Ville,Code Postal,Département,Latitude,Longitude,Distance_vélo,Temps_vélo,Temps_velo (minutes),Temps_transports,Temps_transports (minutes),Distance_transport,Ratio temps_en_transport/distance,Temps_voiture,Temps_voiture (minutes),Distance_auto,Temps_voiture_heure_de_pointe,Temps_voiture_heure_de_pointe (minutes),Distance heure de pointe,Ratio temps_en_voiture/distance,Difference tps de parcours Voiture/Transport,Difference tps de parcours heure de pointe Voiture/Transport
Jouars-Pontchartrain,78760,Yvelines,48.7885964,1.8992539,40.3,2 hours 18 mins,138,nan,,41.0,,33 mins,33,41.0,1 hour 58 mins,118,41.0,0.8048780487804879,,
Jouy-en-Josas,78350,Yvelines,48.76396889999999,2.1634853,23.1,1 hour 18 mins,78,1 hour 2 mins,62,25.9,2.393822393822394,28 mins,28,25.9,1 hour 32 mins,92,25.9,1.0810810810810811,34.0,-30.0
Jouy-Mauvoisin,78200,Yvelines,48.9747164,1.6488941,63.8,3 hours 36 mins,216,nan,,63.9,,44 mins,44,63.9,2 hours 10 mins,130,63.9,0.6885758998435055,,
Jumeauville,78580,Yvelines,48.9111594,1.7869573,48.8,2 hours 43 mins,163,nan,,52.5,,44 mins,44,52.5,2 hours 1 min,121,52.5,0.8380952380952381,,
Juziers,78820,Yvelines,48.99337389999999,1.8457252,50.1,2 hours 49 mins,169,1 hour 14 mins,74,51.1,1.4481409001956946,43 mins,43,51.1,2 hours 9 mins,129,51.1,0.8414872798434442,31.0,-55.0
L'Étang-la-Ville,78620,Yvelines,48.866702,2.059536,25.8,1 hour 29 mins,89,59 mins,59,31.4,1.8789808917197452,32 mins,32,31.4,1 hour 32 mins,92,31.4,1.019108280254777,27.0,-33.0
La Boissière-École,78125,Yvelines,48.6810634,1.6475122,64.6,3 hours 40 mins,220,nan,,72.9,,59 mins,59,72.9,2 hours 19 mins,139,72.9,0.8093278463648833,,
La Celle-les-Bordes,78720,Yvelines,48.6364885,1.9525797,49.1,2 hours 50 mins,170,nan,,61.6,,47 mins,47,61.6,1 hour 51 mins,111,61.6,0.762987012987013,,
La Celle-Saint-Cloud,78170,Yvelines,48.8453208,2.1370791,19.5,1 hour 7 mins,67,42 mins,42,21.9,1.9178082191780823,24 mins,24,21.9,1 hour 17 mins,77,21.9,1.0958904109589043,18.0,-35.0
La Falaise,78410,Yvelines,48.9442377,1.8318761,47.3,2 hours 41 mins,161,1 hour 40 mins,100,47.6,2.100840336134454,39 mins,39,47.6,1 hour 53 mins,113,47.6,0.819327731092437,61.0,-13.0
La Hauteville,78113,Yvelines,48.704927,1.625106,65.9,3 hours 43 mins,223,nan,,69.9,,55 mins,55,69.9,2 hours 18 mins,138,69.9,0.7868383404864091,,
La Queue-les-Yvelines,78940,Yvelines,48.7987447,1.7516867,51.7,2 hours 52 mins,172,nan,,55.1,,41 mins,41,55.1,2 hours 5 mins,125,55.1,0.7441016333938294,,
La Verrière,78320,Yvelines,48.7555819,1.9499328,35.9,2 hours 5 mins,125,1 hour 9 mins,69,39.5,1.7468354430379747,35 mins,35,39.5,1 hour 48 mins,108,39.5,0.8860759493670886,34.0,-39.0
La Villeneuve-en-Chevrie,78270,Yvelines,49.0147656,1.5279883,75.4,4 hours 15 mins,255,nan,,78.3,,52 mins,52,78.3,2 hours 17 mins,137,78.3,0.6641123882503193,,
Lainville-en-Vexin,78440,Yvelines,49.059491,1.815845,55.4,3 hours 3 mins,183,nan,,59.5,,52 mins,52,59.5,2 hours 13 mins,133,59.5,0.8739495798319328,,
Le Chesnay,78150,Yvelines,48.8257633,2.1302074,19.7,1 hour 8 mins,68,1 hour 16 mins,76,21.3,3.568075117370892,24 mins,24,21.3,1 hour 15 mins,75,21.3,1.1267605633802817,52.0,1.0
Le Mesnil-le-Roi,78600,Yvelines,48.9457676,2.1437723,21.7,1 hour 19 mins,79,28 mins,28,22.4,1.25,30 mins,30,22.4,1 hour 50 mins,110,22.4,1.3392857142857144,-2.0,-82.0
Le Mesnil-Saint-Denis,78320,Yvelines,48.7409664,1.9637223,37.6,2 hours 8 mins,128,nan,,38.6,,34 mins,34,38.6,1 hour 47 mins,107,38.6,0.8808290155440415,,
Le Pecq,78230,Yvelines,48.8934644,2.1095566,21.0,1 hour 20 mins,80,48 mins,48,20.6,2.3300970873786406,27 mins,27,20.6,1 hour 26 mins,86,20.6,1.3106796116504853,21.0,-38.0
Le Perray-en-Yvelines,78610,Yvelines,48.6962521,1.8477809,46.2,2 hours 40 mins,160,1 hour 10 mins,70,48.0,1.4583333333333333,41 mins,41,48.0,2 hours 10 mins,130,48.0,0.8541666666666666,29.0,-60.0
Le Port-Marly,78560,Yvelines,48.8834133,2.1082456,21.0,1 hour 13 mins,73,58 mins,58,22.4,2.5892857142857144,27 mins,27,22.4,1 hour 20 mins,80,30.4,1.205357142857143,31.0,-22.0
Le Tartre-Gaudran,78113,Yvelines,48.6974078,1.6026024,68.3,3 hours 52 mins,232,nan,,71.0,,55 mins,55,71.0,2 hours 18 mins,138,71.0,0.7746478873239436,,
Le Tertre-Saint-Denis,78980,Yvelines,48.9416457,1.6110323,63.8,3 hours 34 mins,214,nan,,69.6,,52 mins,52,69.6,2 hours 18 mins,138,69.6,0.7471264367816093,,
Le Tremblay-sur-Mauldre,78490,Yvelines,48.772247,1.878077,43.1,2 hours 28 mins,148,nan,,44.4,,38 mins,38,44.4,2 hours 5 mins,125,44.4,0.8558558558558559,,
Le Vésinet,78110,Yvelines,48.8953762,2.1290491,19.3,1 hour 14 mins,74,38 mins,38,19.3,1.9689119170984455,24 mins,24,19.3,1 hour 19 mins,79,19.3,1.2435233160621761,14.0,-41.0
Les Alluets-le-Roi,78580,Yvelines,48.9135464,1.9188251,40.3,2 hours 8 mins,128,nan,,35.4,,34 mins,34,35.4,1 hour 39 mins,99,35.4,0.96045197740113,,
Les Bréviaires,78610,Yvelines,48.7073477,1.8138878,49.5,2 hours 46 mins,166,nan,,51.1,,47 mins,47,51.1,2 hours 14 mins,134,51.1,0.9197651663405088,,
Les Clayes-sous-Bois,78340,Yvelines,48.82018559999999,1.9863176,32.0,1 hour 48 mins,108,1 hour 0 mins,60,35.4,1.6949152542372883,35 mins,35,35.4,1 hour 37 mins,97,35.4,0.9887005649717514,25.0,-37.0
Les Essarts-le-Roi,78690,Yvelines,48.716053,1.899212,42.6,2 hours 27 mins,147,1 hour 16 mins,76,44.3,1.7155756207674944,38 mins,38,44.3,1 hour 59 mins,119,44.3,0.8577878103837472,38.0,-43.0
Les Loges-en-Josas,78350,Yvelines,48.7642993,2.1402554,22.3,1 hour 17 mins,77,58 mins,58,26.7,2.1722846441947565,28 mins,28,26.7,1 hour 40 mins,100,26.7,1.0486891385767791,30.0,-42.0
Les Mesnuls,78490,Yvelines,48.7568724,1.8371867,47.0,2 hours 40 mins,160,nan,,47.7,,40 mins,40,47.7,2 hours 9 mins,129,47.7,0.8385744234800838,,
Les Mureaux,78130,Yvelines,48.9906582,1.9122947,44.2,2 hours 36 mins,156,51 mins,51,39.2,1.3010204081632653,34 mins,34,39.2,1 hour 42 mins,102,39.2,0.8673469387755102,17.0,-51.0
Lévis-Saint-Nom,78320,Yvelines,48.73782809999999,1.9501102,37.4,2 hours 10 mins,130,nan,,39.6,,36 mins,36,39.6,1 hour 51 mins,111,39.6,0.9090909090909091,,
Limay,78520,Yvelines,48.9920803,1.7352271,58.2,3 hours 15 mins,195,1 hour 25 mins,85,62.6,1.3578274760383386,44 mins,44,62.6,2 hours 13 mins,133,62.6,0.7028753993610224,41.0,-48.0
Limetz-Villez,78270,Yvelines,49.0612424,1.5453077,77.7,4 hours 24 mins,264,nan,,78.5,,55 mins,55,78.5,2 hours 18 mins,138,78.5,0.7006369426751592,,
Lommoye,78270,Yvelines,48.998698,1.5158539,74.3,4 hours 9 mins,249,nan,,80.1,,53 mins,53,80.1,2 hours 17 mins,137,80.1,0.6616729088639202,,
Longnes,78980,Yvelines,48.92124399999999,1.5860196,65.6,3 hours 40 mins,220,nan,,70.7,,50 mins,50,70.7,2 hours 18 mins,138,70.7,0.7072135785007072,,
Longvilliers,78730,Yvelines,48.5785353,1.9915019,49.2,2 hours 54 mins,174,nan,,52.3,,37 mins,37,52.3,1 hour 41 mins,101,52.3,0.7074569789674953,,
Louveciennes,78430,Yvelines,48.8544008,2.1145263,22.2,1 hour 15 mins,75,58 mins,58,22.3,2.600896860986547,31 mins,31,22.3,1 hour 32 mins,92,25.3,1.390134529147982,27.0,-34.0
Magnanville,78200,Yvelines,48.9694079,1.6846063,61.4,3 hours 27 mins,207,nan,,62.2,,44 mins,44,62.2,2 hours 10 mins,130,62.2,0.7073954983922829,,
Magny-les-Hameaux,78114,Yvelines,48.7351683,2.0711556,32.3,1 hour 51 mins,111,nan,,40.8,,37 mins,37,40.8,1 hour 48 mins,108,40.8,0.9068627450980393,,
Maisons-Laffitte,78600,Yvelines,48.94744739999999,2.1422419,21.8,1 hour 19 mins,79,28 mins,28,22.5,1.2444444444444445,30 mins,30,22.5,1 hour 49 mins,109,22.5,1.3333333333333333,-2.0,-81.0
Mantes-la-Jolie,78200,Yvelines,48.9892653,1.715218,58.9,3 hours 21 mins,201,48 mins,48,60.3,0.7960199004975125,45 mins,45,60.3,2 hours 10 mins,130,60.3,0.746268656716418,3.0,-82.0
Mantes-la-Ville,78711,Yvelines,48.9733963,1.7092737,58.7,3 hours 18 mins,198,1 hour 23 mins,83,52.9,1.5689981096408319,40 mins,40,52.9,1 hour 54 mins,114,52.9,0.7561436672967864,43.0,-31.0
Marcq,78770,Yvelines,48.862043,1.8162011,45.5,2 hours 31 mins,151,nan,,54.0,,44 mins,44,54.0,2 hours 1 min,121,48.2,0.8148148148148148,,
Mareil-le-Guyon,78490,Yvelines,48.7903125,1.8526489,44.2,2 hours 30 mins,150,nan,,44.7,,38 mins,38,44.7,2 hours 10 mins,130,44.7,0.8501118568232662,,
Mareil-Marly,78750,Yvelines,48.8791161,2.0751144,24.3,1 hour 24 mins,84,1 hour 9 mins,69,28.9,2.387543252595156,34 mins,34,28.9,1 hour 27 mins,87,29.9,1.1764705882352942,35.0,-18.0
Mareil-sur-Mauldre,78124,Yvelines,48.88013580000001,1.859478,41.6,2 hours 21 mins,141,nan,,45.2,,42 mins,42,45.2,1 hour 51 mins,111,45.2,0.9292035398230087,,
Marly-le-Roi,78160,Yvelines,48.8659112,2.0933648,23.0,1 hour 18 mins,78,55 mins,55,26.0,2.1153846153846154,26 mins,26,26.0,1 hour 31 mins,91,26.0,1.0,29.0,-36.0
Maule,78580,Yvelines,48.9092318,1.8491585,43.6,2 hours 29 mins,149,1 hour 23 mins,83,45.5,1.8241758241758241,43 mins,43,45.5,1 hour 54 mins,114,45.5,0.945054945054945,40.0,-31.0
Maulette,78550,Yvelines,48.7934817,1.6175709,62.8,3 hours 32 mins,212,1 hour 35 mins,95,61.2,1.5522875816993464,44 mins,44,61.2,2 hours 11 mins,131,61.2,0.7189542483660131,51.0,-36.0
Maurecourt,78780,Yvelines,49.00161600000001,2.0554165,33.4,1 hour 57 mins,117,1 hour 17 mins,77,36.8,2.092391304347826,40 mins,40,36.8,1 hour 58 mins,118,41.6,1.0869565217391306,37.0,-41.0
Maurepas,78310,Yvelines,48.762333,1.9453878,37.6,2 hours 8 mins,128,1 hour 12 mins,72,39.2,1.8367346938775508,34 mins,34,39.2,1 hour 46 mins,106,39.2,0.8673469387755102,38.0,-34.0
Médan,78670,Yvelines,48.9529606,1.9959714,35.8,2 hours 5 mins,125,1 hour 0 mins,60,38.8,1.5463917525773196,35 mins,35,38.8,1 hour 35 mins,95,33.0,0.9020618556701031,25.0,-35.0
Ménerville,78200,Yvelines,48.9543036,1.6030165,66.1,3 hours 40 mins,220,nan,,68.3,,48 mins,48,68.3,2 hours 16 mins,136,68.3,0.7027818448023426,,
Méré,78490,Yvelines,48.7877481,1.8198204,46.9,2 hours 37 mins,157,59 mins,59,48.0,1.2291666666666667,37 mins,37,48.0,2 hours 1 min,121,48.0,0.7708333333333334,22.0,-62.0
Méricourt,78270,Yvelines,49.0361603,1.6291943,71.2,3 hours 58 mins,238,nan,,76.5,,55 mins,55,76.5,2 hours 18 mins,138,76.5,0.7189542483660131,,
Meulan-en-Yvelines,78250,Yvelines,49.0084746,1.9156615,44.8,2 hours 32 mins,152,1 hour 7 mins,67,42.3,1.5839243498817968,41 mins,41,42.3,1 hour 56 mins,116,42.3,0.9692671394799055,26.0,-49.0
Mézières-sur-Seine,78970,Yvelines,48.9618408,1.8011122,51.0,2 hours 55 mins,175,1 hour 8 mins,68,46.2,1.4718614718614718,38 mins,38,46.2,1 hour 51 mins,111,46.2,0.8225108225108224,30.0,-43.0
Mézy-sur-Seine,78250,Yvelines,48.9999304,1.8808,47.2,2 hours 40 mins,160,nan,,43.2,,40 mins,40,43.2,2 hours 3 mins,123,43.2,0.9259259259259258,,
Millemont,78940,Yvelines,48.7987447,1.7516867,51.7,2 hours 52 mins,172,nan,,55.1,,41 mins,41,55.1,2 hours 5 mins,125,55.1,0.7441016333938294,,
Milon-la-Chapelle,78470,Yvelines,48.7271866,2.0488817,34.3,2 hours 2 mins,122,nan,,40.2,,38 mins,38,40.2,1 hour 50 mins,110,40.2,0.9452736318407959,,
Mittainville,78125,Yvelines,48.6693851,1.6456269,64.1,3 hours 39 mins,219,nan,,73.2,,59 mins,59,73.2,2 hours 20 mins,140,73.2,0.8060109289617486,,
Moisson,78840,Yvelines,49.0650783,1.625385,75.3,4 hours 11 mins,251,nan,,80.5,,1 hour 2 mins,62,80.5,2 hours 19 mins,139,80.5,0.7701863354037267,,
Montainville,78124,Yvelines,48.8824079,1.8602953,41.6,2 hours 21 mins,141,1 hour 59 mins,119,44.9,2.6503340757238307,42 mins,42,44.9,1 hour 51 mins,111,44.9,0.9354120267260579,77.0,8.0
Montalet-le-Bois,78440,Yvelines,49.04701900000001,1.82773,53.3,2 hours 58 mins,178,nan,,49.8,,48 mins,48,49.8,2 hours 11 mins,131,49.8,0.9638554216867471,,
Montchauvet,78790,Yvelines,48.8916724,1.6309151,61.4,3 hours 30 mins,210,nan,,64.4,,53 mins,53,64.4,2 hours 12 mins,132,64.4,0.8229813664596273,,
Montesson,78360,Yvelines,48.9257408,2.1423599,22.5,1 hour 21 mins,81,nan,,23.3,,30 mins,30,23.3,1 hour 42 mins,102,23.3,1.2875536480686696,,
Montfort-l'Amaury,78490,Yvelines,48.7726388,1.81552,47.4,2 hours 42 mins,162,nan,,49.7,,40 mins,40,49.7,2 hours 5 mins,125,49.7,0.8048289738430583,,
Montigny-le-Bretonneux,78180,Yvelines,48.7766931,2.0304912,29.3,1 hour 38 mins,98,1 hour 37 mins,97,32.6,2.975460122699386,29 mins,29,32.6,1 hour 31 mins,91,32.6,0.8895705521472392,68.0,6.0
Morainvilliers,78630,Yvelines,48.9289455,1.9360845,36.3,2 hours 6 mins,126,nan,,34.0,,32 mins,32,34.0,1 hour 36 mins,96,34.0,0.9411764705882353,,
Mousseaux-sur-Seine,78270,Yvelines,49.0433919,1.649178,73.3,4 hours 4 mins,244,nan,,77.0,,55 mins,55,77.0,2 hours 18 mins,138,77.0,0.7142857142857143,,
Mulcent,78790,Yvelines,48.8787503,1.6519006,63.4,3 hours 29 mins,209,nan,,68.7,,52 mins,52,68.7,2 hours 12 mins,132,65.6,0.7569141193595341,,
Neauphle-le-Château,78640,Yvelines,48.8138868,1.8987398,40.4,2 hours 13 mins,133,nan,,40.9,,35 mins,35,40.9,1 hour 59 mins,119,40.9,0.8557457212713937,,
Neauphle-le-Vieux,78640,Yvelines,48.81945169999999,1.8775035,42.6,2 hours 26 mins,146,1 hour 3 mins,63,43.1,1.4617169373549883,38 mins,38,43.1,2 hours 5 mins,125,43.1,0.8816705336426914,25.0,-62.0
Neauphlette,78980,Yvelines,48.93048839999999,1.527216,70.8,3 hours 57 mins,237,nan,,76.1,,56 mins,56,76.1,2 hours 19 mins,139,76.1,0.7358738501971092,,
Nézel,78410,Yvelines,48.9427075,1.8396724,48.4,2 hours 44 mins,164,1 hour 27 mins,87,45.5,1.9120879120879122,40 mins,40,45.5,1 hour 52 mins,112,45.5,0.8791208791208791,47.0,-25.0
Noisy-le-Roi,78590,Yvelines,48.84393590000001,2.0643159,25.2,1 hour 24 mins,84,1 hour 12 mins,72,27.9,2.5806451612903225,27 mins,27,27.9,1 hour 26 mins,86,27.9,0.967741935483871,45.0,-14.0
Oinville-sur-Montcient,78250,Yvelines,49.0293901,1.8519508,50.1,2 hours 48 mins,168,nan,,46.2,,43 mins,43,46.2,2 hours 6 mins,126,46.2,0.9307359307359306,,
Orcemont,78125,Yvelines,48.5920127,1.8108979,60.1,3 hours 28 mins,208,nan,,60.8,,49 mins,49,60.8,2 hours 18 mins,138,60.8,0.805921052631579,,
Orgerus,78910,Yvelines,48.8385736,1.7007784,57.1,3 hours 8 mins,188,1 hour 9 mins,69,57.0,1.2105263157894737,47 mins,47,57.0,2 hours 16 mins,136,57.0,0.8245614035087719,22.0,-67.0
Orgeval,78630,Yvelines,48.9183435,1.9699377,39.1,2 hours 10 mins,130,nan,,31.8,,31 mins,31,31.8,1 hour 34 mins,94,31.8,0.9748427672955975,,
Orphin,78125,Yvelines,48.57848790000001,1.7819853,62.1,3 hours 33 mins,213,nan,,73.3,,49 mins,49,73.3,1 hour 55 mins,115,73.3,0.6684856753069577,,
Orsonville,78660,Yvelines,48.4766388,1.836433,66.7,3 hours 49 mins,229,nan,,71.3,,50 mins,50,71.3,1 hour 55 mins,115,71.3,0.7012622720897616,,
Orvilliers,78910,Yvelines,48.8587539,1.6423758,63.0,3 hours 26 mins,206,nan,,65.7,,50 mins,50,65.7,2 hours 15 mins,135,65.7,0.76103500761035,,
Osmoy,78910,Yvelines,48.8625697,1.7152157,56.7,3 hours 11 mins,191,nan,,60.3,,51 mins,51,60.3,2 hours 17 mins,137,60.3,0.845771144278607,,
Paray-Douaville,78660,Yvelines,48.46347979999999,1.8767007,67.2,3 hours 51 mins,231,nan,,70.7,,47 mins,47,70.7,1 hour 53 mins,113,70.7,0.6647807637906648,,
Perdreauville,78200,Yvelines,48.9670824,1.6269138,65.7,3 hours 41 mins,221,nan,,66.2,,47 mins,47,66.2,2 hours 15 mins,135,66.2,0.7099697885196374,,
Plaisir,78370,Yvelines,48.8125101,1.947319,35.5,2 hours 0 mins,120,nan,,38.2,,34 mins,34,38.2,1 hour 46 mins,106,38.2,0.8900523560209423,,
Poigny-la-Forêt,78125,Yvelines,48.6760852,1.7534156,54.4,3 hours 8 mins,188,nan,,59.0,,47 mins,47,59.0,2 hours 15 mins,135,59.0,0.7966101694915254,,
Poissy,78300,Yvelines,48.9295588,2.046937,29.6,1 hour 44 mins,104,36 mins,36,29.5,1.2203389830508475,31 mins,31,29.5,1 hour 29 mins,89,29.5,1.0508474576271187,5.0,-53.0
Ponthévrard,78730,Yvelines,48.5540271,1.9120477,56.2,3 hours 12 mins,192,nan,,60.8,,45 mins,45,60.8,1 hour 50 mins,110,60.8,0.7401315789473685,,
Porcheville,78440,Yvelines,48.9711832,1.7765864,55.7,3 hours 5 mins,185,1 hour 37 mins,97,48.9,1.9836400817995912,39 mins,39,48.9,1 hour 59 mins,119,48.9,0.7975460122699387,58.0,-22.0
Port-Villez,78270,Yvelines,49.061713,1.5230673,78.6,4 hours 23 mins,263,nan,,83.0,,56 mins,56,83.0,2 hours 18 mins,138,83.0,0.6746987951807228,,
Prunay-en-Yvelines,78660,Yvelines,48.5278559,1.7948215,68.2,3 hours 52 mins,232,nan,,68.7,,48 mins,48,68.7,1 hour 53 mins,113,68.7,0.6986899563318777,,
Prunay-le-Temple,78910,Yvelines,48.86176529999999,1.6735908,60.7,3 hours 21 mins,201,nan,,60.5,,52 mins,52,60.5,2 hours 18 mins,138,60.5,0.859504132231405,,
Raizeux,78125,Yvelines,48.6239558,1.6824101,64.2,3 hours 40 mins,220,nan,,68.7,,58 mins,58,68.7,2 hours 22 mins,142,68.7,0.8442503639010189,,
Rambouillet,78120,Yvelines,48.6433291,1.8292221,53.7,3 hours 7 mins,187,55 mins,55,55.4,0.9927797833935018,46 mins,46,55.4,2 hours 14 mins,134,55.4,0.8303249097472925,9.0,-79.0
Rennemoulin,78590,Yvelines,48.8348194,2.0431162,26.5,1 hour 28 mins,88,nan,,28.3,,26 mins,26,28.3,1 hour 26 mins,86,28.3,0.9187279151943463,,
Richebourg,78550,Yvelines,48.8230431,1.6366513,61.6,3 hours 21 mins,201,nan,,61.5,,46 mins,46,61.5,2 hours 12 mins,132,61.5,0.7479674796747967,,
Rochefort-en-Yvelines,78730,Yvelines,48.584925,1.988739,48.1,2 hours 49 mins,169,nan,,53.5,,39 mins,39,53.5,1 hour 43 mins,103,53.5,0.7289719626168224,,
Rocquencourt,78150,Yvelines,48.8370579,2.1103285,21.1,1 hour 11 mins,71,1 hour 19 mins,79,23.5,3.3617021276595747,24 mins,24,23.5,1 hour 22 mins,82,23.5,1.0212765957446808,55.0,-3.0
Rolleboise,78270,Yvelines,49.0190791,1.6025731,69.5,3 hours 54 mins,234,nan,,75.8,,55 mins,55,75.8,2 hours 18 mins,138,75.8,0.7255936675461742,,
Rosay,78790,Yvelines,48.9152814,1.6796106,57.2,3 hours 14 mins,194,nan,,60.4,,46 mins,46,60.4,2 hours 9 mins,129,60.4,0.7615894039735099,,
Rosny-sur-Seine,78710,Yvelines,48.9973429,1.6149596,68.0,3 hours 50 mins,230,1 hour 28 mins,88,59.6,1.4765100671140938,41 mins,41,59.6,1 hour 56 mins,116,59.6,0.6879194630872483,47.0,-28.0
Sailly,78440,Yvelines,49.0423887,1.8043045,54.4,3 hours 1 min,181,nan,,57.3,,49 mins,49,57.3,2 hours 11 mins,131,57.3,0.8551483420593369,,
Saint-Arnoult-en-Yvelines,78730,Yvelines,48.57110240000001,1.9397107,52.2,3 hours 2 mins,182,nan,,56.6,,43 mins,43,56.6,1 hour 48 mins,108,56.6,0.7597173144876325,,
Saint-Cyr-l'École,78210,Yvelines,48.8061453,2.0662319,25.4,1 hour 27 mins,87,1 hour 13 mins,73,28.8,2.5347222222222223,29 mins,29,28.8,1 hour 32 mins,92,28.8,1.0069444444444444,44.0,-19.0
Saint-Forget,78720,Yvelines,48.7172399,1.992347,39.6,2 hours 13 mins,133,nan,,42.2,,38 mins,38,42.2,1 hour 55 mins,115,42.2,0.9004739336492891,,
Saint-Germain-de-la-Grange,78640,Yvelines,48.8336601,1.8988004,39.0,2 hours 13 mins,133,nan,,43.4,,38 mins,38,43.4,1 hour 42 mins,102,42.1,0.8755760368663594,,
Saint-Germain-en-Laye,78100,Yvelines,48.931662,2.0921913,26.7,1 hour 33 mins,93,nan,,31.1,,36 mins,36,31.1,1 hour 37 mins,97,31.1,1.157556270096463,,
Saint-Hilarion,78125,Yvelines,48.6201788,1.7330308,60.7,3 hours 30 mins,210,nan,,65.9,,54 mins,54,65.9,2 hours 22 mins,142,65.9,0.8194233687405159,,
Saint-Illiers-la-Ville,78980,Yvelines,48.978485,1.54342,70.7,3 hours 56 mins,236,nan,,74.5,,55 mins,55,74.5,2 hours 18 mins,138,74.5,0.738255033557047,,
Saint-Illiers-le-Bois,78980,Yvelines,48.957877,1.5075965,71.6,3 hours 58 mins,238,nan,,76.5,,56 mins,56,76.5,2 hours 18 mins,138,76.5,0.7320261437908496,,
Saint-Lambert,78470,Yvelines,48.73184819999999,2.0206336,34.9,2 hours 5 mins,125,nan,,39.5,,37 mins,37,39.5,1 hour 48 mins,108,39.5,0.9367088607594937,,
Saint-Léger-en-Yvelines,78610,Yvelines,48.7132685,1.8076646,50.1,2 hours 48 mins,168,nan,,52.8,,45 mins,45,52.8,2 hours 12 mins,132,52.8,0.8522727272727273,,
Saint-Martin-de-Bréthencourt,78660,Yvelines,48.5097858,1.9269021,61.8,3 hours 35 mins,215,nan,,63.3,,48 mins,48,63.3,1 hour 56 mins,116,63.3,0.7582938388625593,,
Saint-Martin-la-Garenne,78520,Yvelines,49.040405,1.6889548,66.6,3 hours 40 mins,220,nan,,67.8,,49 mins,49,67.8,2 hours 17 mins,137,67.8,0.7227138643067846,,
Saint-Nom-la-Bretèche,78860,Yvelines,48.8676338,2.0135121,30.2,1 hour 41 mins,101,nan,,32.2,,33 mins,33,32.2,1 hour 35 mins,95,32.2,1.0248447204968942,,
Saint-Rémy-l'Honoré,78690,Yvelines,48.7545999,1.8743245,44.4,2 hours 30 mins,150,nan,,45.9,,41 mins,41,45.9,2 hours 6 mins,126,45.9,0.8932461873638344,,
Saint-Rémy-lès-Chevreuse,78470,Yvelines,48.7025748,2.0695906,33.4,1 hour 57 mins,117,54 mins,54,35.6,1.5168539325842696,38 mins,38,35.6,2 hours 2 mins,122,35.6,1.0674157303370786,16.0,-68.0
Sainte-Mesme,78730,Yvelines,48.53095099999999,1.9603697,58.2,3 hours 25 mins,205,nan,,59.7,,44 mins,44,59.7,1 hour 51 mins,111,59.7,0.7370184254606365,,
Sartrouville,78500,Yvelines,48.9450613,2.1773599,19.6,1 hour 10 mins,70,44 mins,44,21.4,2.0560747663551404,28 mins,28,21.4,1 hour 45 mins,105,21.4,1.3084112149532712,16.0,-61.0
Saulx-Marchais,78650,Yvelines,48.837959,1.8369729,46.6,2 hours 38 mins,158,nan,,47.8,,42 mins,42,47.8,1 hour 59 mins,119,47.5,0.8786610878661089,,
Senlisse,78720,Yvelines,48.6867404,1.9812974,44.0,2 hours 32 mins,152,nan,,47.9,,43 mins,43,47.9,2 hours 1 min,121,47.9,0.8977035490605428,,
Septeuil,78790,Yvelines,48.8926051,1.6805796,56.8,3 hours 11 mins,191,nan,,62.9,,48 mins,48,62.9,2 hours 10 mins,130,62.9,0.7631160572337043,,
Soindres,78200,Yvelines,48.957482,1.6750837,62.2,3 hours 29 mins,209,nan,,62.9,,44 mins,44,62.9,2 hours 12 mins,132,62.9,0.699523052464229,,
Sonchamp,78120,Yvelines,48.57584730000001,1.8778358,58.6,3 hours 19 mins,199,nan,,61.1,,46 mins,46,61.1,1 hour 53 mins,113,61.1,0.7528641571194763,,
Tacoignières,78910,Yvelines,48.8356988,1.6742785,59.4,3 hours 15 mins,195,1 hour 12 mins,72,62.1,1.1594202898550725,47 mins,47,62.1,2 hours 14 mins,134,62.1,0.7568438003220612,25.0,-62.0
Tessancourt-sur-Aubette,78250,Yvelines,49.0252492,1.921335,47.7,2 hours 42 mins,162,nan,,43.8,,41 mins,41,43.8,2 hours 5 mins,125,43.8,0.9360730593607307,,
Thiverval-Grignon,78850,Yvelines,48.84976899999999,1.917175,37.3,2 hours 6 mins,126,nan,,43.9,,37 mins,37,43.9,1 hour 40 mins,100,40.6,0.8428246013667426,,
Thoiry,78770,Yvelines,48.8652563,1.7949068,47.4,2 hours 37 mins,157,nan,,54.9,,43 mins,43,54.9,2 hours 1 min,121,51.0,0.7832422586520947,,
Tilly,78790,Yvelines,48.8820129,1.575494,69.5,3 hours 48 mins,228,nan,,70.4,,54 mins,54,70.4,2 hours 18 mins,138,70.4,0.7670454545454545,,
Toussus-le-Noble,78117,Yvelines,48.74755769999999,2.1125903,25.9,1 hour 25 mins,85,nan,,32.4,,34 mins,34,32.4,1 hour 52 mins,112,32.4,1.0493827160493827,,
Trappes,78190,Yvelines,48.7772975,1.9974159,31.2,1 hour 49 mins,109,1 hour 15 mins,75,34.3,2.186588921282799,31 mins,31,34.3,1 hour 37 mins,97,34.3,0.9037900874635569,44.0,-22.0
Triel-sur-Seine,78510,Yvelines,48.9787389,2.01101,36.4,2 hours 9 mins,129,1 hour 6 mins,66,39.1,1.6879795396419437,38 mins,38,39.1,1 hour 46 mins,106,39.1,0.9718670076726342,28.0,-40.0
