Ville,Code Postal,Département,Latitude,Longitude,Distance_vélo,Temps_vélo,Temps_velo (minutes),Temps_transports,Temps_transports (minutes),Distance_transport,Ratio temps_en_transport/distance,Temps_voiture,Temps_voiture (minutes),Distance_auto,Temps_voiture_heure_de_pointe,Temps_voiture_heure_de_pointe (minutes),Distance heure de pointe,Ratio temps_en_voiture/distance,Difference tps de parcours Voiture/Transport,Difference tps de parcours heure de pointe Voiture/Transport
Saint-Hilliers,77160,Seine_et_Marne,48.62137810000001,3.2581471,61.7,3 hours 25 mins,205,1 hour 38 mins,98,60.9,1.6091954022988506,39 mins,39,60.9,1 hour 51 mins,111,60.9,0.6403940886699507,59.0,-13.0
Saint-Jean-les-Deux-Jumeaux,77660,Seine_et_Marne,48.94574679999999,3.0285327,72.9,3 hours 52 mins,232,nan,,80.2,,53 mins,53,80.2,2 hours 8 mins,128,80.2,0.6608478802992519,,
Saint-Just-en-Brie,77370,Seine_et_Marne,48.6005015,3.1050974,79.0,4 hours 12 mins,252,nan,,82.2,,58 mins,58,82.2,2 hours 11 mins,131,82.2,0.7055961070559611,,
Saint-Léger,77510,Seine_et_Marne,48.8392107,3.2553847,81.6,4 hours 21 mins,261,nan,,91.4,,1 hour 2 mins,62,91.4,2 hours 14 mins,134,91.4,0.6783369803063457,,
Saint-Loup-de-Naud,77650,Seine_et_Marne,48.5358584,3.2101018,76.6,4 hours 23 mins,263,1 hour 2 mins,62,81.1,0.7644882860665845,1 hour 1 min,61,81.1,2 hours 28 mins,148,81.1,0.7521578298397041,1.0,-86.0
Saint-Mammès,77670,Seine_et_Marne,48.388554,2.80793,40.7,2 hours 13 mins,133,35 mins,35,46.4,0.7543103448275862,38 mins,38,46.4,2 hours 4 mins,124,46.4,0.8189655172413793,-3.0,-89.0
Saint-Mard,77230,Seine_et_Marne,49.0408811,2.7018231,86.3,4 hours 34 mins,274,nan,,92.9,,1 hour 3 mins,63,92.9,2 hours 13 mins,133,92.9,0.6781485468245425,,
Saint-Mars-Vieux-Maisons,77320,Seine_et_Marne,48.7365343,3.3242605,85.1,3 hours 0 mins,180,nan,,85.5,,1 hour 5 mins,65,85.5,2 hours 15 mins,135,93.0,0.7602339181286549,,
Saint-Martin-des-Champs,77320,Seine_et_Marne,48.8818527,1.7169852,94.7,4 hours 57 mins,297,nan,,100,,1 hour 8 mins,68,100,2 hours 18 mins,138,100,0.68,,
Saint-Martin-du-Boschet,77320,Seine_et_Marne,48.735706,3.4276673,57.6,3 hours 9 mins,189,nan,,61.2,,43 mins,43,61.2,2 hours 10 mins,130,61.2,0.7026143790849673,,
Saint-Martin-en-Bière,77630,Seine_et_Marne,48.4371821,2.5671283,53.4,2 hours 55 mins,175,nan,,66.1,,51 mins,51,66.1,2 hours 10 mins,130,70.3,0.7715582450832074,,
Saint-Méry,77720,Seine_et_Marne,48.57748309999999,2.8263715,33.9,1 hour 53 mins,113,nan,,47.3,,39 mins,39,47.3,2 hours 0 mins,120,47.3,0.8245243128964059,,
Saint-Mesmes,77410,Seine_et_Marne,48.9848216,2.6984572,60.7,3 hours 19 mins,199,nan,,76.6,,53 mins,53,76.6,2 hours 16 mins,136,76.6,0.6919060052219321,,
Saint-Ouen-en-Brie,77720,Seine_et_Marne,48.55766939999999,2.917344,74.6,4 hours 10 mins,250,nan,,76.3,,53 mins,53,76.3,2 hours 8 mins,128,76.3,0.6946264744429882,,
Saint-Ouen-sur-Morin,77750,Seine_et_Marne,48.9045366,3.2073734,49.8,2 hours 45 mins,165,nan,,58.2,,49 mins,49,58.2,2 hours 15 mins,135,58.2,0.8419243986254296,,
Saint-Pathus,77178,Seine_et_Marne,49.0771885,2.8043998,83.9,4 hours 27 mins,267,1 hour 18 mins,78,84.1,0.9274673008323425,56 mins,56,84.1,2 hours 22 mins,142,84.1,0.6658739595719382,22.0,-64.0
Saint-Pierre-lès-Nemours,77140,Seine_et_Marne,48.266581,2.6810493,77.2,4 hours 11 mins,251,1 hour 56 mins,116,77.5,1.4967741935483871,57 mins,57,77.5,2 hours 14 mins,134,77.5,0.7354838709677419,59.0,-18.0
Saint-Rémy-la-Vanne,77320,Seine_et_Marne,48.7922984,3.2323026,87.6,4 hours 42 mins,282,nan,,106,,1 hour 9 mins,69,106,2 hours 22 mins,142,104,0.6509433962264151,,
Saint-Sauveur-lès-Bray,77480,Seine_et_Marne,48.4394419,3.2031649,50.3,2 hours 46 mins,166,nan,,53.1,,43 mins,43,53.1,2 hours 12 mins,132,53.1,0.8097928436911488,,
Saint-Sauveur-sur-École,77930,Seine_et_Marne,48.49709439999999,2.547025,75.5,4 hours 11 mins,251,1 hour 53 mins,113,76.2,1.4829396325459316,56 mins,56,76.2,2 hours 14 mins,134,76.2,0.7349081364829396,57.0,-21.0
Saint-Siméon,77169,Seine_et_Marne,48.7984842,3.2029694,45.6,2 hours 33 mins,153,nan,,55.2,,43 mins,43,55.2,2 hours 2 mins,122,57.1,0.7789855072463767,,
Saint-Soupplets,77165,Seine_et_Marne,49.0393695,2.806474,32.1,1 hour 49 mins,109,1 hour 20 mins,80,32.4,2.469135802469136,26 mins,26,32.4,1 hour 37 mins,97,32.4,0.8024691358024691,54.0,-17.0
Saint-Thibault-des-Vignes,77400,Seine_et_Marne,48.8686359,2.6881029,75.4,4 hours 6 mins,246,nan,,73.1,,50 mins,50,73.1,1 hour 59 mins,119,73.1,0.6839945280437757,,
Sainte-Aulde,77260,Seine_et_Marne,49.00212459999999,3.1807193,86.5,4 hours 36 mins,276,1 hour 32 mins,92,95.1,0.9674027339642483,1 hour 6 mins,66,95.1,2 hours 17 mins,137,95.1,0.694006309148265,26.0,-45.0
Sainte-Colombe,77650,Seine_et_Marne,48.52876999999999,3.2571819,79.6,4 hours 19 mins,259,nan,,91.6,,59 mins,59,91.6,2 hours 21 mins,141,91.6,0.6441048034934498,,
Salins,77148,Seine_et_Marne,48.4216565,3.0218001,62.9,3 hours 31 mins,211,nan,,62.8,,40 mins,40,62.8,1 hour 54 mins,114,62.8,0.6369426751592357,,
Sammeron,77260,Seine_et_Marne,48.9475169,3.080442,64.7,3 hours 44 mins,224,nan,,75.2,,57 mins,57,75.2,2 hours 20 mins,140,75.2,0.7579787234042553,,
Samois-sur-Seine,77920,Seine_et_Marne,48.4533361,2.7540429,68.2,3 hours 55 mins,235,1 hour 18 mins,78,68.5,1.1386861313868613,55 mins,55,68.5,2 hours 24 mins,144,68.5,0.8029197080291971,23.0,-66.0
Samoreau,77210,Seine_et_Marne,48.423393,2.7537355,54.4,2 hours 57 mins,177,nan,,55.6,,39 mins,39,55.6,1 hour 51 mins,111,55.6,0.7014388489208633,,
Sancy,77580,Seine_et_Marne,48.8856078,2.9605256,93.2,4 hours 55 mins,295,nan,,91.8,,1 hour 1 min,61,91.8,2 hours 12 mins,132,91.8,0.664488017429194,,
Sancy-lès-Provins,77320,Seine_et_Marne,48.6964014,3.3913266,43.3,2 hours 26 mins,146,nan,,52.7,,42 mins,42,52.7,2 hours 13 mins,133,52.7,0.7969639468690701,,
Savigny-le-Temple,77176,Seine_et_Marne,48.5801172,2.5783669,82.7,4 hours 23 mins,263,nan,,92.8,,1 hour 3 mins,63,92.8,2 hours 14 mins,134,92.8,0.6788793103448276,,
Savins,77650,Seine_et_Marne,48.5099942,3.2006666,46.3,2 hours 37 mins,157,nan,,51.4,,41 mins,41,51.4,2 hours 12 mins,132,51.4,0.7976653696498055,,
Seine-Port,77240,Seine_et_Marne,48.5584123,2.5487716,65.4,3 hours 40 mins,220,nan,,65.4,,43 mins,43,65.4,1 hour 57 mins,117,65.4,0.6574923547400611,,
Sept-Sorts,77260,Seine_et_Marne,48.9374208,3.1032113,41.0,2 hours 17 mins,137,43 mins,43,37.3,1.1528150134048258,28 mins,28,37.3,1 hour 39 mins,99,37.3,0.7506702412868633,15.0,-56.0
Serris,77700,Seine_et_Marne,48.8442108,2.7879984,26.7,1 hour 27 mins,87,nan,,38.8,,30 mins,30,38.8,1 hour 36 mins,96,29.4,0.7731958762886598,,
Servon,77170,Seine_et_Marne,48.7160652,2.5857251,64.3,3 hours 35 mins,215,nan,,65.4,,44 mins,44,65.4,1 hour 56 mins,116,65.4,0.6727828746177369,,
Signy-Signets,77640,Seine_et_Marne,48.9268705,3.0670094,83.6,4 hours 31 mins,271,nan,,103,,1 hour 7 mins,67,103,2 hours 18 mins,138,98.2,0.6504854368932039,,
Sigy,77520,Seine_et_Marne,48.4780096,3.1811831,55.2,3 hours 2 mins,182,nan,,69.8,,49 mins,49,69.8,2 hours 13 mins,133,69.8,0.7020057306590258,,
Sivry-Courtry,77115,Seine_et_Marne,48.53537,2.775539,80.2,4 hours 13 mins,253,nan,,92.1,,1 hour 3 mins,63,92.1,2 hours 14 mins,134,92.1,0.6840390879478828,,
Sognolles-en-Montois,77520,Seine_et_Marne,48.5112518,3.1671311,40.4,2 hours 13 mins,133,nan,,55.1,,39 mins,39,55.1,2 hours 1 min,121,52.9,0.7078039927404719,,
Soignolles-en-Brie,77111,Seine_et_Marne,48.6419787,2.7132903,89.3,4 hours 44 mins,284,nan,,98.1,,1 hour 8 mins,68,98.1,2 hours 19 mins,139,98.1,0.6931702344546382,,
Soisy-Bouy,77650,Seine_et_Marne,48.5097809,3.2897082,40.4,2 hours 13 mins,133,nan,,55.1,,39 mins,39,55.1,2 hours 1 min,121,52.9,0.7078039927404719,,
Solers,77111,Seine_et_Marne,48.6419787,2.7132903,91.2,4 hours 50 mins,290,1 hour 30 mins,90,97.9,0.9193054136874361,1 hour 2 mins,62,97.9,2 hours 24 mins,144,97.9,0.6332992849846782,28.0,-54.0
Souppes-sur-Loing,77460,Seine_et_Marne,48.1835111,2.7333037,93.2,4 hours 53 mins,293,nan,,95.8,,1 hour 4 mins,64,95.8,2 hours 16 mins,136,95.8,0.6680584551148225,,
Sourdun,77171,Seine_et_Marne,48.5396024,3.3491811,64.0,3 hours 31 mins,211,nan,,70.6,,48 mins,48,70.6,1 hour 59 mins,119,70.6,0.6798866855524079,,
Tancrou,77440,Seine_et_Marne,48.9998634,3.0460999,82.7,4 hours 26 mins,266,nan,,95.1,,1 hour 6 mins,66,95.1,2 hours 16 mins,136,95.1,0.694006309148265,,
Thénisy,77520,Seine_et_Marne,48.4892172,3.176847,35.8,1 hour 58 mins,118,1 hour 0 mins,60,42.8,1.4018691588785048,35 mins,35,42.8,1 hour 59 mins,119,42.8,0.8177570093457944,25.0,-59.0
Thieux,77230,Seine_et_Marne,49.0104626,2.6678492,73.0,4 hours 12 mins,252,1 hour 33 mins,93,77.0,1.2077922077922079,55 mins,55,77.0,2 hours 21 mins,141,77.0,0.7142857142857143,38.0,-48.0
Thomery,77810,Seine_et_Marne,48.4031142,2.7822628,33.4,1 hour 53 mins,113,39 mins,39,36.2,1.0773480662983426,31 mins,31,36.2,1 hour 47 mins,107,36.2,0.8563535911602209,8.0,-68.0
Thorigny-sur-Marne,77400,Seine_et_Marne,48.8838903,2.7120971,88.4,4 hours 48 mins,288,nan,,107,,1 hour 10 mins,70,107,2 hours 29 mins,149,107,0.6542056074766355,,
Thoury-Férottes,77940,Seine_et_Marne,48.291574,2.9423831,52.1,2 hours 59 mins,179,nan,,50.8,,44 mins,44,50.8,2 hours 0 mins,120,50.8,0.8661417322834646,,
Tigeaux,77163,Seine_et_Marne,48.8293536,2.9047108,29.4,1 hour 41 mins,101,56 mins,56,28.2,1.9858156028368794,26 mins,26,28.2,1 hour 35 mins,95,28.2,0.9219858156028369,30.0,-39.0
Torcy,77200,Seine_et_Marne,48.85463490000001,2.6544724,61.8,3 hours 21 mins,201,nan,,58.7,,45 mins,45,58.7,2 hours 7 mins,127,58.7,0.766609880749574,,
Touquin,77131,Seine_et_Marne,48.7352912,3.015464,40.9,2 hours 13 mins,133,43 mins,43,43.9,0.979498861047836,33 mins,33,43.9,1 hour 52 mins,112,43.9,0.7517084282460137,10.0,-69.0
Tournan-en-Brie,77220,Seine_et_Marne,48.7398758,2.765751400000001,66.8,3 hours 33 mins,213,nan,,72.9,,52 mins,52,72.9,2 hours 19 mins,139,72.9,0.7133058984910836,,
Tousson,77123,Seine_et_Marne,48.3463666,2.4594734,84.7,4 hours 32 mins,272,nan,,89.6,,1 hour 0 mins,60,89.6,2 hours 22 mins,142,89.6,0.6696428571428572,,
Treuzy-Levelay,77710,Seine_et_Marne,48.2727423,2.8149554,43.4,2 hours 25 mins,145,nan,,51.6,,39 mins,39,51.6,1 hour 53 mins,113,51.6,0.7558139534883721,,
Trilbardou,77450,Seine_et_Marne,48.9436825,2.8046238,52.5,2 hours 54 mins,174,45 mins,45,66.6,0.6756756756756758,44 mins,44,66.6,1 hour 57 mins,117,66.6,0.6606606606606608,1.0,-72.0
Trilport,77470,Seine_et_Marne,48.9580346,2.9470878,57.6,3 hours 7 mins,187,nan,,71.8,,50 mins,50,71.8,2 hours 2 mins,122,71.8,0.6963788300835655,,
Trocy-en-Multien,77440,Seine_et_Marne,49.0421847,2.9630143,70.4,3 hours 49 mins,229,nan,,70.0,,46 mins,46,70.0,2 hours 15 mins,135,70.0,0.6571428571428571,,
Ury,77760,Seine_et_Marne,48.34090459999999,2.6016897,63.2,3 hours 32 mins,212,nan,,62.9,,40 mins,40,62.9,1 hour 53 mins,113,62.9,0.6359300476947536,,
Ussy-sur-Marne,77260,Seine_et_Marne,48.9539169,3.0733547,26.6,1 hour 30 mins,90,52 mins,52,32.5,1.6,26 mins,26,32.5,1 hour 39 mins,99,32.5,0.8,26.0,-47.0
Vaires-sur-Marne,77360,Seine_et_Marne,48.86479560000001,2.6327989,71.0,3 hours 50 mins,230,nan,,80.4,,59 mins,59,80.4,2 hours 21 mins,141,91.2,0.7338308457711442,,
Valence-en-Brie,77830,Seine_et_Marne,48.45187,2.90197,73.6,3 hours 53 mins,233,nan,,83.8,,1 hour 0 mins,60,83.8,2 hours 13 mins,133,83.8,0.7159904534606205,,
Vanvillé,77370,Seine_et_Marne,48.5549239,3.1063665,79.9,4 hours 23 mins,263,1 hour 48 mins,108,88.6,1.2189616252821671,1 hour 3 mins,63,88.6,2 hours 26 mins,146,88.6,0.7110609480812642,45.0,-38.0
Varennes-sur-Seine,77130,Seine_et_Marne,48.3762882,2.9289292,52.2,2 hours 56 mins,176,nan,,67.3,,46 mins,46,67.3,1 hour 59 mins,119,67.3,0.6835066864784547,,
Varreddes,77910,Seine_et_Marne,49.0023272,2.9287653,53.6,2 hours 56 mins,176,nan,,54.6,,39 mins,39,54.6,1 hour 51 mins,111,54.6,0.7142857142857143,,
Vaucourtois,77580,Seine_et_Marne,48.8953363,2.9530516,67.4,3 hours 36 mins,216,nan,,64.7,,49 mins,49,64.7,2 hours 5 mins,125,73.9,0.7573415765069551,,
Vaudoy-en-Brie,77141,Seine_et_Marne,48.7080832,3.085094,55.2,3 hours 11 mins,191,nan,,63.6,,46 mins,46,63.6,2 hours 13 mins,133,63.6,0.7232704402515723,,
Vaux-le-Pénil,77000,Seine_et_Marne,48.52512,2.6842415,94.8,5 hours 3 mins,303,nan,,102,,1 hour 7 mins,67,102,2 hours 26 mins,146,102,0.6568627450980392,,
Vaux-sur-Lunain,77710,Seine_et_Marne,48.2272154,2.9372568,68.4,3 hours 44 mins,224,nan,,78.4,,52 mins,52,78.4,2 hours 1 min,121,78.4,0.6632653061224489,,
Vendrest,77440,Seine_et_Marne,49.0464614,3.0933203,87.9,4 hours 44 mins,284,nan,,87.6,,1 hour 2 mins,62,87.6,2 hours 13 mins,133,87.6,0.7077625570776256,,
Verdelot,77510,Seine_et_Marne,48.8750833,3.3658017,49.8,2 hours 45 mins,165,54 mins,54,60.0,0.9,44 mins,44,60.0,2 hours 2 mins,122,60.0,0.7333333333333333,10.0,-68.0
Verneuil-l'Étang,77390,Seine_et_Marne,48.645125,2.835306,73.2,3 hours 56 mins,236,nan,,93.9,,1 hour 4 mins,64,93.9,2 hours 24 mins,144,93.9,0.6815761448349308,,
Vernou-la-Celle-sur-Seine,77670,Seine_et_Marne,48.40860319999999,2.8477425,44.4,2 hours 28 mins,148,nan,,57.6,,43 mins,43,57.6,2 hours 11 mins,131,57.6,0.7465277777777778,,
Vert-Saint-Denis,77240,Seine_et_Marne,48.5803362,2.6226652,75.3,4 hours 0 mins,240,nan,,84.1,,57 mins,57,84.1,2 hours 11 mins,131,84.1,0.6777645659928657,,
Vieux-Champagne,77370,Seine_et_Marne,48.5795876,3.1374298,44.9,2 hours 29 mins,149,nan,,49.6,,38 mins,38,49.6,1 hour 56 mins,116,49.6,0.7661290322580645,,
Vignely,77450,Seine_et_Marne,48.9317483,2.8082258,84.8,4 hours 48 mins,288,nan,,88.9,,1 hour 3 mins,63,88.9,2 hours 25 mins,145,88.9,0.7086614173228346,,
Ville-Saint-Jacques,77130,Seine_et_Marne,48.3423422,2.8940923,96.5,5 hours 8 mins,308,nan,,101,,1 hour 5 mins,65,101,2 hours 25 mins,145,101,0.6435643564356436,,
Villebéon,77710,Seine_et_Marne,48.2077793,2.9408408,80.8,4 hours 20 mins,260,nan,,84.8,,1 hour 2 mins,62,84.8,2 hours 24 mins,144,84.8,0.7311320754716981,,
Villecerf,77250,Seine_et_Marne,48.3277239,2.8423225,86.8,4 hours 38 mins,278,nan,,93.9,,1 hour 4 mins,64,93.9,2 hours 24 mins,144,93.9,0.6815761448349308,,
Villemaréchal,77710,Seine_et_Marne,48.26764439999999,2.8681934,55.3,3 hours 2 mins,182,nan,,55.5,,39 mins,39,55.5,1 hour 51 mins,111,55.5,0.7027027027027027,,
Villemareuil,77470,Seine_et_Marne,48.9211017,2.9720198,81.5,4 hours 21 mins,261,nan,,90.9,,59 mins,59,90.9,2 hours 22 mins,142,90.9,0.6490649064906491,,
Villemer,77250,Seine_et_Marne,48.301826,2.822717,97.7,5 hours 14 mins,314,nan,,115,,1 hour 13 mins,73,115,2 hours 30 mins,150,115,0.6347826086956522,,
Villenauxe-la-Petite,77480,Seine_et_Marne,48.4063464,3.3105211,43.4,2 hours 25 mins,145,nan,,40.0,,30 mins,30,40.0,1 hour 46 mins,106,40.0,0.75,,
Villeneuve-le-Comte,77174,Seine_et_Marne,48.81402060000001,2.829701,72.9,3 hours 55 mins,235,nan,,89.8,,1 hour 7 mins,67,89.8,2 hours 24 mins,144,89.8,0.7461024498886415,,
Villeneuve-les-Bordes,77154,Seine_et_Marne,48.48898699999999,3.018839,43.3,2 hours 25 mins,145,nan,,39.8,,30 mins,30,39.8,1 hour 45 mins,105,39.8,0.7537688442211056,,
Villeneuve-Saint-Denis,77174,Seine_et_Marne,48.8152718,2.8259407,39.4,2 hours 8 mins,128,nan,,42.5,,37 mins,37,42.5,2 hours 4 mins,124,48.9,0.8705882352941177,,
Villeneuve-sous-Dammartin,77230,Seine_et_Marne,49.0341671,2.6404891,85.7,4 hours 35 mins,275,nan,,89.8,,1 hour 3 mins,63,89.8,2 hours 14 mins,134,89.8,0.7015590200445434,,
Villeneuve-sur-Bellot,77510,Seine_et_Marne,48.8620321,3.3413653,48.3,2 hours 43 mins,163,nan,,56.8,,39 mins,39,56.8,1 hour 51 mins,111,56.8,0.6866197183098592,,
Villenoy,77124,Seine_et_Marne,48.9442312,2.8663359,25.6,1 hour 28 mins,88,59 mins,59,42.1,1.4014251781472684,32 mins,32,42.1,1 hour 48 mins,108,42.1,0.7600950118764845,27.0,-49.0
Villeparisis,77270,Seine_et_Marne,48.9462385,2.6176535,39.2,2 hours 7 mins,127,nan,,50.0,,40 mins,40,50.0,1 hour 55 mins,115,50.0,0.8,,
Villeroy,77410,Seine_et_Marne,48.9825558,2.7816574,30.5,1 hour 41 mins,101,nan,,37.4,,28 mins,28,37.4,1 hour 40 mins,100,37.4,0.7486631016042781,,
Villevaudé,77410,Seine_et_Marne,48.9111821,2.6672622,53.3,2 hours 51 mins,171,nan,,55.9,,44 mins,44,55.9,2 hours 17 mins,137,55.9,0.7871198568872988,,
Villiers-en-Bière,77190,Seine_et_Marne,48.49653439999999,2.604442,95.4,5 hours 2 mins,302,nan,,95.2,,1 hour 4 mins,64,95.2,2 hours 15 mins,135,95.2,0.6722689075630252,,
Villiers-Saint-Georges,77560,Seine_et_Marne,48.6498459,3.4066822,74.0,3 hours 58 mins,238,nan,,74.7,,51 mins,51,74.7,2 hours 18 mins,138,74.7,0.6827309236947791,,
Villiers-sous-Grez,77760,Seine_et_Marne,48.3205137,2.6477085,48.9,2 hours 46 mins,166,1 hour 12 mins,72,45.7,1.575492341356674,33 mins,33,45.7,1 hour 45 mins,105,45.7,0.7221006564551422,39.0,-33.0
Villiers-sur-Morin,77580,Seine_et_Marne,48.8597936,2.8792327,100,5 hours 24 mins,324,nan,,107,,1 hour 16 mins,76,107,2 hours 24 mins,144,107,0.7102803738317757,,
Villiers-sur-Seine,77114,Seine_et_Marne,48.4569437,3.3745824,102,5 hours 25 mins,325,nan,,118,,1 hour 16 mins,76,118,2 hours 32 mins,152,118,0.6440677966101694,,
Villuis,77480,Seine_et_Marne,48.41069299999999,3.3559096,86.3,4 hours 38 mins,278,nan,,106,,1 hour 8 mins,68,106,2 hours 21 mins,141,103,0.6415094339622641,,
Vimpelles,77520,Seine_et_Marne,48.4419339,3.1658659,38.2,2 hours 5 mins,125,nan,,48.4,,41 mins,41,48.4,1 hour 58 mins,118,55.1,0.847107438016529,,
Vinantes,77230,Seine_et_Marne,49.0092407,2.7348801,59.9,3 hours 12 mins,192,nan,,74.2,,52 mins,52,74.2,2 hours 2 mins,122,74.2,0.7008086253369272,,
Vincy-Manœuvre,77139,Seine_et_Marne,49.0782786,2.9627497,63.2,3 hours 25 mins,205,nan,,63.1,,42 mins,42,63.1,1 hour 59 mins,119,63.1,0.6656101426307448,,
Voinsles,77540,Seine_et_Marne,48.691135,3.005346,49.0,2 hours 44 mins,164,nan,,56.7,,40 mins,40,56.7,2 hours 10 mins,130,56.7,0.7054673721340388,,
Voisenon,77950,Seine_et_Marne,48.569332,2.6635549,51.2,2 hours 49 mins,169,1 hour 29 mins,89,47.9,1.8580375782881002,37 mins,37,47.9,1 hour 55 mins,115,47.9,0.7724425887265136,52.0,-26.0
Voulangis,77580,Seine_et_Marne,48.8475103,2.9037881,91.9,4 hours 52 mins,292,nan,,96.2,,1 hour 5 mins,65,96.2,2 hours 15 mins,135,96.2,0.6756756756756757,,
Voulton,77560,Seine_et_Marne,48.6172456,3.3330799,89.6,4 hours 50 mins,290,nan,,109,,1 hour 10 mins,70,109,2 hours 29 mins,149,109,0.6422018348623854,,
Voulx,77940,Seine_et_Marne,48.28208660000001,2.9693443,80.9,4 hours 14 mins,254,nan,,90.8,,1 hour 0 mins,60,90.8,2 hours 13 mins,133,90.8,0.6607929515418502,,
Vulaines-lès-Provins,77160,Seine_et_Marne,48.560063,3.2188353,70.0,3 hours 56 mins,236,1 hour 7 mins,67,69.2,0.9682080924855491,55 mins,55,69.2,2 hours 24 mins,144,69.2,0.7947976878612717,12.0,-77.0
Vulaines-sur-Seine,77870,Seine_et_Marne,48.4309388,2.7643708,44.1,2 hours 25 mins,145,nan,,58.5,,42 mins,42,58.5,2 hours 2 mins,122,61.7,0.717948717948718,,
Aubervilliers,93300,Seine_saint_Denis,48.9107662,2.3881201,7.9,32 mins,32,37 mins,37,8.0,4.625,18 mins,18,8.0,1 hour 13 mins,73,8.0,2.25,19.0,-36.0
Aulnay-sous-Bois,93600,Seine_saint_Denis,48.9412191,2.4970652,19.6,1 hour 9 mins,69,28 mins,28,22.4,1.25,25 mins,25,22.4,1 hour 43 mins,103,22.4,1.1160714285714286,3.0,-75.0
Bagnolet,93170,Seine_saint_Denis,48.8674332,2.4215362,7.9,28 mins,28,31 mins,31,11.2,2.7678571428571432,15 mins,15,11.2,59 mins,59,11.2,1.3392857142857144,16.0,-28.0
Bobigny(préfecture),93000,Seine_saint_Denis,48.90983310000001,2.4221201,15.0,55 mins,55,47 mins,47,19.8,2.3737373737373737,23 mins,23,19.8,1 hour 28 mins,88,19.8,1.1616161616161615,24.0,-41.0
Bondy,93140,Seine_saint_Denis,48.8985534,2.4888182,18.7,1 hour 3 mins,63,1 hour 17 mins,77,23.4,3.290598290598291,29 mins,29,23.4,1 hour 47 mins,107,23.4,1.2393162393162394,48.0,-30.0
Clichy-sous-Bois,93390,Seine_saint_Denis,48.9076453,2.5457441,21.2,1 hour 14 mins,74,nan,,26.1,,32 mins,32,26.1,1 hour 58 mins,118,26.1,1.2260536398467432,,
Coubron,93470,Seine_saint_Denis,48.9162241,2.5776831,14.0,51 mins,51,40 mins,40,21.7,1.8433179723502304,23 mins,23,21.7,1 hour 29 mins,89,11.4,1.0599078341013826,17.0,-49.0
Drancy,93700,Seine_saint_Denis,48.9222764,2.4426904,13.6,49 mins,49,39 mins,39,17.3,2.254335260115607,24 mins,24,17.3,1 hour 45 mins,105,17.3,1.3872832369942196,15.0,-66.0
Dugny,93440,Seine_saint_Denis,48.95209639999999,2.4166626,14.5,54 mins,54,24 mins,24,15.9,1.5094339622641508,25 mins,25,15.9,1 hour 38 mins,98,15.9,1.572327044025157,-1.0,-74.0
Épinay-sur-Seine,93800,Seine_saint_Denis,48.95557909999999,2.3149554,20.1,1 hour 12 mins,72,48 mins,48,21.8,2.2018348623853212,25 mins,25,21.8,1 hour 39 mins,99,21.8,1.146788990825688,23.0,-51.0
Gagny,93220,Seine_saint_Denis,48.879566,2.5468488,21.6,1 hour 15 mins,75,49 mins,49,23.8,2.0588235294117645,23 mins,23,23.8,1 hour 35 mins,95,23.8,0.9663865546218487,26.0,-46.0
Gournay-sur-Marne,93460,Seine_saint_Denis,48.8586509,2.5785694,10.7,44 mins,44,28 mins,28,13.7,2.0437956204379564,25 mins,25,13.7,1 hour 23 mins,83,13.7,1.8248175182481752,3.0,-55.0
L'Île-Saint-Denis,93450,Seine_saint_Denis,48.9381958,2.3384422,11.1,43 mins,43,38 mins,38,25.0,1.52,26 mins,26,25.0,1 hour 33 mins,93,25.0,1.04,12.0,-55.0
La Courneuve,93120,Seine_saint_Denis,48.9308128,2.4015071,16.6,1 hour 0 mins,60,26 mins,26,22.6,1.1504424778761062,25 mins,25,22.6,1 hour 43 mins,103,22.6,1.1061946902654867,1.0,-77.0
Le Blanc-Mesnil,93150,Seine_saint_Denis,48.9412087,2.464206,12.2,47 mins,47,33 mins,33,22.6,1.4601769911504423,25 mins,25,22.6,1 hour 34 mins,94,24.2,1.1061946902654867,8.0,-61.0
Le Bourget,93350,Seine_saint_Denis,48.9376957,2.4271859,7.5,31 mins,31,32 mins,32,12.6,2.5396825396825395,17 mins,17,12.6,57 mins,57,7.2,1.3492063492063493,15.0,-25.0
Le Pré-Saint-Gervais,93310,Seine_saint_Denis,48.8842378,2.404428,17.1,1 hour 1 min,61,1 hour 2 mins,62,20.5,3.024390243902439,25 mins,25,20.5,1 hour 31 mins,91,16.1,1.2195121951219512,37.0,-29.0
Le Raincy,93340,Seine_saint_Denis,48.8952685,2.5195941,9.1,30 mins,30,25 mins,25,12.6,1.9841269841269842,16 mins,16,12.6,59 mins,59,7.3,1.2698412698412698,9.0,-34.0
Les Lilas,93260,Seine_saint_Denis,48.881263,2.4209796,15.6,55 mins,55,59 mins,59,20.4,2.8921568627450984,23 mins,23,20.4,1 hour 29 mins,89,20.4,1.1274509803921569,36.0,-30.0
Les Pavillons-sous-Bois,93320,Seine_saint_Denis,48.9058386,2.5034766,17.3,1 hour 0 mins,60,51 mins,51,21.9,2.328767123287671,26 mins,26,21.9,1 hour 39 mins,99,21.9,1.1872146118721463,25.0,-48.0
Livry-Gargan,93190,Seine_saint_Denis,48.9176996,2.5250082,20.8,1 hour 9 mins,69,1 hour 24 mins,84,24.6,3.4146341463414633,32 mins,32,24.6,1 hour 48 mins,108,24.6,1.3008130081300813,52.0,-24.0
